"","lea_code","lea_name","school_code","school_name","assessment","assessmenttype","cohort","subject","grade","year","subgroup","percent_level_1","percent_level_2","percent_level_3","percent_level_4","percent_level_5","percent_proficient","percent_proficient_3+"
"55","0108","Capital City PCS","All","All","All","All","Tested","Reading","7th Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.27,0.66
"56","0108","Capital City PCS","All","All","All","All","Tested","Reading","7th Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.29,0.57
"57","0108","Capital City PCS","All","All","All","All","Tested","Reading","7th Grade","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.22,0.61
"58","0108","Capital City PCS","All","All","All","All","Tested","Reading","8th Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.22,0.41
"59","0108","Capital City PCS","All","All","All","All","Tested","Reading","8th Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.17,0.43
"60","0108","Capital City PCS","All","All","All","All","Tested","Reading","8th Grade","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.28,0.48
"61","0108","Capital City PCS","All","All","All","All","Tested","Reading","8th Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.39,0.57
"62","0108","Capital City PCS","All","All","All","All","Tested","Reading","8th Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.34,0.56
"63","0108","Capital City PCS","All","All","All","All","Tested","Reading","8th Grade","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.21,0.41
"64","0108","Capital City PCS","All","All","All","All","Tested","Reading","8th Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.33,0.58
"65","0108","Capital City PCS","All","All","All","All","Tested","Reading","8th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.29,0.51
"66","0108","Capital City PCS","All","All","All","All","Tested","Math","All","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.15,0.47
"67","0108","Capital City PCS","All","All","All","All","Tested","Math","All","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.09,0.37
"68","0108","Capital City PCS","All","All","All","All","Tested","Math","3rd Grade - 8th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.14,0.44
"69","0108","Capital City PCS","All","All","All","All","Tested","Math","All","2014-2015","Male",NA,NA,NA,NA,NA,0.13,0.41
"70","0108","Capital City PCS","All","All","All","All","Tested","Math","All","2014-2015","Female",NA,NA,NA,NA,NA,0.14,0.44
"71","0108","Capital City PCS","All","All","All","All","Tested","Math","All","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.16,0.48
"72","0108","Capital City PCS","All","All","All","All","Tested","Math","9th Grade - 12th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.07,0.38
"73","0108","Capital City PCS","All","All","All","All","Tested","Math","All","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.05,0.38
"74","0108","Capital City PCS","All","All","All","All","Tested","Math","All","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.07,0.36
"75","0108","Capital City PCS","All","All","All","All","Tested","Math","All","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.3,0.61
"76","0108","Capital City PCS","All","All","All","All","Tested","Math","All","2014-2015","All",NA,NA,NA,NA,NA,0.13,0.43
"77","0108","Capital City PCS","All","All","All","All","Tested","Math","All","2014-2015","White",NA,NA,NA,NA,NA,0.61,0.76
"78","0108","Capital City PCS","All","All","All","All","Tested","Math","All","2014-2015","Limited English Proficient",NA,NA,NA,NA,NA,0.04,0.25
"79","0108","Capital City PCS","All","All","All","All","Tested","Math","All","2014-2015","Special Education",NA,NA,NA,NA,NA,0.03,0.18
"80","0108","Capital City PCS","All","All","All","All","Tested","Math","Geometry","2014-2015","Male",NA,NA,NA,NA,NA,0.04,0.36
"81","0108","Capital City PCS","All","All","All","All","Tested","Math","Geometry","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.05,0.38
"82","0108","Capital City PCS","All","All","All","All","Tested","Math","Geometry","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.06,0.41
"83","0108","Capital City PCS","All","All","All","All","Tested","Math","Geometry","2014-2015","Female",NA,NA,NA,NA,NA,0.09,0.38
"84","0108","Capital City PCS","All","All","All","All","Tested","Math","Geometry","2014-2015","All",NA,NA,NA,NA,NA,0.07,0.38
"85","0108","Capital City PCS","All","All","All","All","Tested","Math","Geometry","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.09,0.45
"86","0108","Capital City PCS","All","All","All","All","Tested","Math","Geometry","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.04,0.24
"87","0108","Capital City PCS","All","All","All","All","Tested","Math","Geometry","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.08,0.38
"88","0108","Capital City PCS","All","All","All","All","Tested","Math","3rd Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.07,0.48
"89","0108","Capital City PCS","All","All","All","All","Tested","Math","3rd Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.18,0.53
"90","0108","Capital City PCS","All","All","All","All","Tested","Math","3rd Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.06,0.42
"91","0108","Capital City PCS","All","All","All","All","Tested","Math","3rd Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.23,0.58
"92","0108","Capital City PCS","All","All","All","All","Tested","Math","3rd Grade","2014-2015","All",NA,NA,NA,NA,NA,0.18,0.54
"93","0108","Capital City PCS","All","All","All","All","Tested","Math","4th Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.19,0.46
"94","0108","Capital City PCS","All","All","All","All","Tested","Math","4th Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.1,0.42
"95","0108","Capital City PCS","All","All","All","All","Tested","Math","4th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.17,0.46
"96","0108","Capital City PCS","All","All","All","All","Tested","Math","4th Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.23,0.53
"97","0108","Capital City PCS","All","All","All","All","Tested","Math","4th Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0,0.29
"98","0108","Capital City PCS","All","All","All","All","Tested","Math","5th Grade","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.06,0.47
"99","0108","Capital City PCS","All","All","All","All","Tested","Math","5th Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.09,0.42
"100","0108","Capital City PCS","All","All","All","All","Tested","Math","5th Grade","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.09,0.31
"101","0108","Capital City PCS","All","All","All","All","Tested","Math","5th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.11,0.43
"102","0108","Capital City PCS","All","All","All","All","Tested","Math","5th Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.05,0.44
"103","0108","Capital City PCS","All","All","All","All","Tested","Math","5th Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.13,0.52
"104","0108","Capital City PCS","All","All","All","All","Tested","Math","5th Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.18,0.41
"105","0108","Capital City PCS","All","All","All","All","Tested","Math","5th Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.13,0.48
"106","0108","Capital City PCS","All","All","All","All","Tested","Math","6th Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.26,0.55
"107","0108","Capital City PCS","All","All","All","All","Tested","Math","6th Grade","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.19,0.51
"108","0108","Capital City PCS","All","All","All","All","Tested","Math","6th Grade","2014-2015","Hispanic",NA,NA,NA,NA,NA,0,0.26
"109","0108","Capital City PCS","All","All","All","All","Tested","Math","6th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.16,0.43
"110","0108","Capital City PCS","All","All","All","All","Tested","Math","6th Grade","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.3,0.63
"111","0108","Capital City PCS","All","All","All","All","Tested","Math","6th Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.07,0.32
"112","0108","Capital City PCS","All","All","All","All","Tested","Math","6th Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.09,0.33
"113","0108","Capital City PCS","All","All","All","All","Tested","Math","6th Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.21,0.49
"114","0108","Capital City PCS","All","All","All","All","Tested","Math","6th Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.2,0.48
"115","0108","Capital City PCS","All","All","All","All","Tested","Math","7th Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.19,0.55
"116","0108","Capital City PCS","All","All","All","All","Tested","Math","7th Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.17,0.56
"117","0108","Capital City PCS","All","All","All","All","Tested","Math","7th Grade","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.08,0.47
"118","0108","Capital City PCS","All","All","All","All","Tested","Math","7th Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.08,0.41
"119","0108","Capital City PCS","All","All","All","All","Tested","Math","7th Grade","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.06,0.41
"120","0108","Capital City PCS","All","All","All","All","Tested","Math","7th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.15,0.49
"121","0108","Capital City PCS","All","All","All","All","Tested","Math","7th Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.14,0.43
"122","0108","Capital City PCS","All","All","All","All","Tested","Math","7th Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.16,0.57
"123","0108","Capital City PCS","All","All","All","All","Tested","Math","8th Grade","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.03,0.26
"124","0108","Capital City PCS","All","All","All","All","Tested","Math","8th Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.09,0.29
"125","0108","Capital City PCS","All","All","All","All","Tested","Math","8th Grade","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.03,0.24
"126","0108","Capital City PCS","All","All","All","All","Tested","Math","8th Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.14,0.34
"127","0108","Capital City PCS","All","All","All","All","Tested","Math","8th Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.14,0.38
"128","0108","Capital City PCS","All","All","All","All","Tested","Math","8th Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.08,0.27
"129","0108","Capital City PCS","All","All","All","All","Tested","Math","8th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.11,0.32
"130","0108","Capital City PCS","All","All","All","All","Tested","Math","8th Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.14,0.38
"131","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","All","2014-2015","All",0.22,0.25,0.28,0.22,0.03,0.26,0.54
"132","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","All","2014-2015","Black/African American",0.22,0.29,0.26,0.21,0.02,0.23,0.49
"133","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","3rd Grade - 8th Grade","2014-2015","All",0.21,0.26,0.29,0.21,0.03,0.24,0.53
"134","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","All","2014-2015","Female",0.18,0.22,0.27,0.27,0.06,0.33,0.6
"135","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","All","2014-2015","Economically Disadvantaged",0.26,0.27,0.27,0.19,0.01,0.2,0.47
"136","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","All","2014-2015","Hispanic",0.26,0.26,0.31,0.17,0,0.17,0.48
"137","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","All","2014-2015","Male",0.26,0.28,0.29,0.17,0,0.17,0.47
"138","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","All","2014-2015","Not Limited English Proficient",0.14,0.25,0.31,0.26,0.04,0.3,0.61
"139","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","All","2014-2015","Not Special Education",0.16,0.24,0.3,0.26,0.04,0.3,0.6
"140","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","All","2014-2015","White",0.05,0.13,0.16,0.53,0.13,0.66,0.82
"141","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","All","2014-2015","Not Economically Disadvantaged",0.09,0.19,0.3,0.32,0.09,0.42,0.72
"142","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","All","2014-2015","Limited English Proficient",0.49,0.25,0.19,0.08,0,0.08,0.27
"143","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","9th Grade - 12th Grade","2014-2015","All",0.23,0.18,0.26,0.29,0.04,0.32,0.58
"144","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","All","2014-2015","Special Education",0.49,0.3,0.18,0.03,0,0.03,0.2
"145","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","All","2014-2015","Subclaim 1",0.3,0.26,0.44,NA,NA,0.56,NA
"146","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","All","2014-2015","Subclaim 4",0.3,0.22,0.48,NA,NA,0.52,NA
"147","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","All","2014-2015","Subclaim 5",0.34,0.26,0.41,NA,NA,0.59,NA
"148","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","All","2014-2015","Subclaim 3",0.33,0.19,0.48,NA,NA,0.52,NA
"149","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","All","2014-2015","Subclaim 2",0.32,0.22,0.46,NA,NA,0.54,NA
"150","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","English II","2014-2015","Not Limited English Proficient",0.19,0.15,0.29,0.32,0.04,0.37,0.66
"151","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","English II","2014-2015","All",0.23,0.18,0.26,0.29,0.04,0.32,0.58
"152","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","English II","2014-2015","Economically Disadvantaged",0.24,0.16,0.25,0.32,0.03,0.35,0.6
"153","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","English II","2014-2015","Black/African American",0.27,0.15,0.23,0.31,0.04,0.35,0.58
"154","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","English II","2014-2015","Not Special Education",0.18,0.16,0.28,0.33,0.04,0.37,0.66
"155","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","English II","2014-2015","Male",0.33,0.23,0.17,0.27,0,0.27,0.43
"156","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","English II","2014-2015","Female",0.17,0.15,0.32,0.3,0.06,0.36,0.68
"157","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","English II","2014-2015","Hispanic",0.24,0.2,0.28,0.28,0,0.28,0.57
"158","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","English II","2014-2015","Subclaim 1",0.35,0.22,0.43,NA,NA,0.57,NA
"159","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","English II","2014-2015","Subclaim 5",0.39,0.22,0.39,NA,NA,0.61,NA
"160","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","English II","2014-2015","Subclaim 3",0.32,0.16,0.52,NA,NA,0.48,NA
"161","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","English II","2014-2015","Subclaim 4",0.42,0.19,0.39,NA,NA,0.61,NA
"162","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","English II","2014-2015","Subclaim 2",0.4,0.26,0.34,NA,NA,0.66,NA
"163","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","3rd Grade","2014-2015","Not Special Education",0.29,0.29,0.22,0.2,0,0.2,0.42
"164","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","3rd Grade","2014-2015","All",0.3,0.3,0.22,0.18,0,0.18,0.4
"165","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","3rd Grade","2014-2015","Economically Disadvantaged",0.42,0.39,0.13,0.06,0,0.06,0.19
"166","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","3rd Grade","2014-2015","Female",0.33,0.26,0.22,0.19,0,0.19,0.41
"167","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","3rd Grade","2014-2015","Not Limited English Proficient",0.13,0.35,0.23,0.29,0,0.29,0.52
"168","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","3rd Grade","2014-2015","Subclaim 5",0.28,0.24,0.48,NA,NA,0.52,NA
"169","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","3rd Grade","2014-2015","Subclaim 3",0.36,0.14,0.5,NA,NA,0.5,NA
"170","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","3rd Grade","2014-2015","Subclaim 1",0.2,0.22,0.58,NA,NA,0.42,NA
"171","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","3rd Grade","2014-2015","Subclaim 2",0.3,0.16,0.54,NA,NA,0.46,NA
"172","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","3rd Grade","2014-2015","Subclaim 4",0.24,0.12,0.64,NA,NA,0.36,NA
"173","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","4th Grade","2014-2015","Not Special Education",0.15,0.29,0.29,0.25,0.02,0.27,0.56
"174","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","4th Grade","2014-2015","All",0.15,0.31,0.29,0.23,0.02,0.25,0.54
"175","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","4th Grade","2014-2015","Male",0.16,0.32,0.29,0.23,0,0.23,0.52
"176","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","4th Grade","2014-2015","Not Limited English Proficient",0.1,0.3,0.33,0.25,0.03,0.28,0.6
"177","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","4th Grade","2014-2015","Economically Disadvantaged",0.23,0.39,0.32,0.06,0,0.06,0.39
"178","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","4th Grade","2014-2015","Subclaim 4",0.19,0.23,0.58,NA,NA,0.42,NA
"179","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","4th Grade","2014-2015","Subclaim 3",0.42,0.21,0.37,NA,NA,0.63,NA
"180","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","4th Grade","2014-2015","Subclaim 1",0.35,0.29,0.37,NA,NA,0.63,NA
"181","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","4th Grade","2014-2015","Subclaim 5",0.21,0.23,0.56,NA,NA,0.44,NA
"182","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","4th Grade","2014-2015","Subclaim 2",0.27,0.19,0.54,NA,NA,0.46,NA
"183","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","5th Grade","2014-2015","Female",0.2,0.27,0.24,0.29,0,0.29,0.54
"184","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","5th Grade","2014-2015","Male",0.24,0.35,0.26,0.15,0,0.15,0.41
"185","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","5th Grade","2014-2015","Economically Disadvantaged",0.25,0.3,0.25,0.21,0,0.21,0.46
"186","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","5th Grade","2014-2015","Black/African American",0.26,0.34,0.2,0.2,0,0.2,0.4
"187","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","5th Grade","2014-2015","Not Special Education",0.15,0.32,0.26,0.27,0,0.27,0.53
"188","0108","Capital City PCS","All","All","PARCC","Traditional","Tested","Reading","5th Grade","2014-2015","All",0.21,0.31,0.25,0.23,0,0.23,0.48
